day,equity
1363,10786.6
1364,10767.8
1365,10755.4
1366,10747.4
1367,10750.7
1368,10743.4
1369,10752.8
1370,10744.4
1371,10752.8
1372,10749
1373,10753.6
1374,10759.1
1375,10752.6
1376,10758.5
1377,10767
1378,10775.3
1379,10782.9
1380,10777.7
1381,10776
1382,10774.7
1383,10779.9
1384,10772.9
1385,10779.7
1386,10775.8
1387,10774.3
1388,10776.6
1389,10780.7
1390,10788.1
1391,10796.6
1392,10805.2
1393,10799
1394,10804.7
1395,10801
1396,10803
1397,10803.7
1398,10805.3
1399,10806.4
1400,10804.1
1401,10801.7
1402,10800.4
1403,10800.4
1404,10803.9
1405,10810.1
1406,10818.8
1407,10810.9
1408,10819.3
1409,10828.8
1410,10825.5
1411,10829.7
1412,10844.1
1413,10823.4
1414,10855.3
1415,10821.1
1416,10789.4
1417,10766.7
1418,10786.5
1419,10801.8
1420,10816
1421,10834.5
1422,10813.8
1423,10840.5
1424,10811.5
1425,10787.4
1426,10774.3
1427,10782.1
1428,10786.4
1429,10801.2
1430,10785
1431,10802.3
1432,10786.6
1433,10803.2
1434,10820.9
1435,10843.4
1436,10868.8
1437,10840
1438,10814.4
1439,10793.7
1440,10778.8
1441,10775
1442,10772.4
1443,10779.1
1444,10770.7
1445,10761.8
1446,10771.7
1447,10783.8
1448,10804.5
1449,10777.8
1450,10812.4
1451,10778
1452,10748.8
1453,10738.1
1454,10745.2
1455,10721.8
1456,10757.4
1457,10718.1
1458,10755.9
1459,10726.3
1460,10752.6
1461,10776.1
1462,10755.9
1463,10742.4
1464,10753.5
1465,10748.5
1466,10747.4
1467,10745.9
1468,10745.6
1469,10747.1
1470,10744.3
1471,10749.1
1472,10752.7
1473,10749.9
1474,10753.3
1475,10749
1476,10752.3
1477,10752
1478,10754.1
1479,10760
1480,10769.3
1481,10759.5
1482,10751.4
1483,10746.2
1484,10749.7
1485,10751.7
1486,10755.6
1487,10750.1
1488,10743
1489,10737.4
1490,10741.4
1491,10739.4
1492,10739.9
1493,10741.2
1494,10738.1
1495,10735.2
1496,10735.7
1497,10738.8
1498,10732.1
1499,10740
1500,10748.1
1501,10744
1502,10745.9
1503,10742.6
1504,10741.1
1505,10740.8
1506,10740.3
1507,10743.9
1508,10739.9
1509,10744.1
1510,10735.2
1511,10751.5
1512,10732.1
1513,10713.8
1514,10702.6
1515,10698
1516,10704.4
1517,10717.2
1518,10703.2
1519,10688.8
1520,10701.1
1521,10711.9
1522,10704.2
1523,10709.6
1524,10706.9
1525,10707.1
1526,10712.3
1527,10703.6
1528,10694.5
1529,10708.3
1530,10726.5
1531,10712.2
1532,10725.3
1533,10743.3
1534,10762.2
1535,10748.6
1536,10765.1
1537,10752
1538,10747
1539,10754.3
1540,10766.9
1541,10786
1542,10766.1
1543,10785.5
1544,10772.9
1545,10766.3
1546,10768.7
1547,10771.2
1548,10779.5
1549,10771.5
1550,10768.3
1551,10769.8
1552,10768.6
1553,10774.1
1554,10784.3
1555,10797.4
1556,10782.2
1557,10799.7
1558,10818.9
1559,10838.2
1560,10854.1
1561,10868.1
1562,10856.8
1563,10867.2
1564,10876
1565,10869.8
1566,10867.8
1567,10869.2
1568,10872.7
1569,10867.1
1570,10861.6
1571,10865.5
1572,10870.3
1573,10868.4
1574,10872
1575,10867.2
1576,10874.3
1577,10865.5
1578,10855.9
1579,10849
1580,10856.6
1581,10865.3
1582,10880
1583,10861.5
1584,10841.8
1585,10860.3
1586,10877.6
1587,10888.9
1588,10882.3
1589,10889.3
1590,10885.5
1591,10885
1592,10890.1
1593,10896
1594,10903.1
1595,10898.1
1596,10902.5
1597,10900.2
1598,10903.1
1599,10900.5
1600,10903.2
1601,10901.3
1602,10904.7
1603,10907.4
1604,10910.3
1605,10907.8
1606,10906.8
1607,10908.2
1608,10915.4
1609,10906.7
1610,10898.8
1611,10904.8
1612,10902.1
1613,10906.7
1614,10913.6
1615,10921
1616,10929.1
1617,10937.6
1618,10947.5
1619,10937.8
1620,10948
1621,10939.9
1622,10947.7
1623,10954.1
1624,10949.2
1625,10952.3
1626,10949.4
1627,10951.5
1628,10962
1629,10949.3
1630,10936.7
1631,10925.6
1632,10920.8
1633,10925.6
1634,10918.3
1635,10911.5
1636,10918.4
1637,10915.4
1638,10916.7
1639,10915.4
1640,10917.9
1641,10915.1
1642,10913.8
1643,10913.5
1644,10913.2
1645,10914.3
1646,10915.7
1647,10917.3
1648,10920
1649,10918.6
1650,10921.9
1651,10914.7
1652,10905.9
1653,10897.8
1654,10892.6
1655,10893.2
1656,10890
1657,10895.4
1658,10901.4
1659,10896
1660,10900.5
1661,10906.8
1662,10901.8
1663,10899.9
1664,10900.5
1665,10904.2
1666,10913.4
1667,10900.7
1668,10916.6
1669,10900.9
1670,10915.6
1671,10929.8
1672,10949.1
1673,10971
1674,10947.3
1675,10926.5
1676,10911.9
1677,10916.9
1678,10920.3
1679,10915.7
1680,10929
1681,10912
1682,10935.2
1683,10917.3
1684,10904.9
1685,10904.2
1686,10900.2
1687,10890.8
1688,10881.5
1689,10890.3
1690,10901.2
1691,10916.9
1692,10939.3
1693,10969.6
1694,11005.2
1695,11039.6
1696,11009.2
1697,11036.9
1698,11060.2
1699,11042.8
1700,11057.6
1701,11071
1702,11082.2
1703,11092.4
1704,11104.6
1705,11116.7
1706,11129.2
1707,11141.4
1708,11131.3
1709,11126.7
1710,11126.1
1711,11122.3
1712,11116
1713,11109.7
1714,11114.6
1715,11111.6
1716,11115.4
1717,11120.7
1718,11113.7
1719,11106.7
1720,11120.4
1721,11105.1
1722,11126.1
1723,11155.2
1724,11123
1725,11153.6
1726,11124.4
1727,11109
1728,11109.5
1729,11103.2
1730,11119.6
1731,11102.2
1732,11092.7
1733,11100.1
1734,11095.1
1735,11098.1
1736,11107.7
1737,11100.2
1738,11092.8
1739,11090.2
1740,11099.2
1741,11078.5
1742,11102.8
1743,11080
1744,11061.1
1745,11074.3
1746,11065.4
1747,11065.6
1748,11072.3
1749,11084.6
1750,11103.2
1751,11082.2
1752,11065.8
1753,11082
1754,11067.4
1755,11085.6
1756,11112.7
1757,11151.3
1758,11201.5
1759,11142.3
1760,11207.6
1761,11275.5
1762,11343.2
1763,11294.9
1764,11271.2
1765,11277.6
1766,11313.8
1767,11265.6
1768,11312.7
1769,11276.2
1770,11305.2
1771,11330.2
1772,11306.3
1773,11292.7
1774,11287
1775,11289.4
1776,11284.2
1777,11296.4
1778,11309.1
1779,11324.8
1780,11355.3
1781,11317.5
1782,11290.8
1783,11306.2
1784,11313.9
1785,11327.3
1786,11305.9
1787,11291
1788,11291.6
1789,11301.2
1790,11287.6
1791,11304.1
1792,11324.6
1793,11339
1794,11342
1795,11357
1796,11388
1797,11439.6
1798,11372.4
1799,11444.7
1800,11383.1
1801,11437.1
1802,11482.8
1803,11524.3
1804,11562.1
1805,11525.7
1806,11499.2
1807,11517.6
1808,11530.2
1809,11528.6
1810,11536.5
1811,11526.5
1812,11539.5
1813,11561.7
1814,11588.7
1815,11563.5
1816,11591.9
1817,11561.9
1818,11540.5
1819,11553.6
1820,11567.9
1821,11587.5
1822,11565.3
1823,11603.7
1824,11552.6
1825,11503.8
1826,11553.5
1827,11503.1
1828,11465.4
1829,11450.4
1830,11471.5
1831,11484.2
1832,11505.7
1833,11476
1834,11532.7
1835,11597.1
1836,11539.9
1837,11575.5
1838,11569.1
1839,11565
1840,11555.3
1841,11556.9
1842,11564.1
1843,11567.5
1844,11582
1845,11623.4
1846,11695.2
1847,11616.7
1848,11536.6
1849,11619.4
1850,11551.1
1851,11600.8
1852,11642.2
1853,11608.4
1854,11593.9
1855,11597.5
1856,11627.2
1857,11682.4
1858,11612.2
1859,11699.1
1860,11607.3
1861,11535.8
1862,11586.4
1863,11553.5
1864,11567.3
1865,11519.8
1866,11470
1867,11419.3
1868,11376.3
1869,11404.8
1870,11424.6
1871,11446.8
1872,11476.3
1873,11439.6
1874,11405.9
1875,11378.7
1876,11359.4
1877,11351.8
1878,11356.8
1879,11352.8
1880,11367.1
1881,11392.5
1882,11429.7
1883,11393.2
1884,11431.2
1885,11403.5
1886,11428.6
1887,11452
1888,11480.2
1889,11450.2
1890,11418.2
1891,11448.8
1892,11422.9
1893,11404.5
1894,11391.5
1895,11382.2
1896,11389.9
1897,11383.5
1898,11393
1899,11406
1900,11422.7
1901,11409.5
1902,11420.5
1903,11417.7
1904,11426.5
1905,11445.5
1906,11420.6
1907,11393.4
1908,11427.1
1909,11462.7
1910,11501.8
1911,11546.5
1912,11494.1
1913,11546.8
1914,11598.6
1915,11556.1
1916,11526.6
1917,11512.6
1918,11518.4
1919,11510.3
1920,11515.7
1921,11518.1
1922,11534
1923,11506.2
1924,11532.7
1925,11564.9
1926,11600.8
1927,11642.7
1928,11696.2
1929,11756.5
1930,11704.9
1931,11753.6
1932,11798.6
1933,11773.5
1934,11781.6
1935,11757.6
1936,11717.4
1937,11672.4
1938,11639
1939,11629.7
1940,11638.7
1941,11630.1
1942,11636
1943,11645.9
1944,11675.2
1945,11633.8
1946,11597.7
1947,11646.6
1948,11698.8
1949,11753.6
1950,11698.7
1951,11644
1952,11697.2
1953,11651.7
1954,11617.9
1955,11597.5
1956,11588.5
1957,11586.4
1958,11579.9
1959,11572.6
1960,11579.4
1961,11589.7
1962,11611.9
1963,11585.7
1964,11615.2
1965,11580.8
1966,11556.7
1967,11571.8
1968,11562.5
1969,11568.4
1970,11574.7
1971,11567.5
1972,11564.2
1973,11563.7
1974,11566.1
1975,11563.8
1976,11561.9
1977,11560.7
1978,11563
1979,11575.3
1980,11557
1981,11581.6
1982,11559.5
1983,11545.1
1984,11554.3
1985,11567.1
1986,11583.7
1987,11609
1988,11574.9
1989,11539.1
1990,11573.3
1991,11545.6
1992,11566.3
1993,11584.9
1994,11569
1995,11579
1996,11587.1
1997,11584.2
1998,11582.7
1999,11589.2
2000,11578.3
2001,11595.8
2002,11619.6
2003,11652.1
2004,11684.8
2005,11652.8
2006,11628.2
2007,11614.5
2008,11623.6
2009,11631.4
2010,11624.6
2011,11634.7
2012,11651.9
2013,11670.1
2014,11657.5
2015,11669.6
2016,11683.6
2017,11699.9
2018,11685.3
2019,11670.8
2020,11684.8
2021,11676.4
2022,11677.7
2023,11671.9
2024,11666.6
2025,11674.5
2026,11668
2027,11674.6
2028,11682.4
2029,11698.5
2030,11721.6
2031,11693.4
2032,11725
2033,11692.2
2034,11721.3
2035,11747.8
2036,11724.4
2037,11711.5
2038,11706.6
2039,11708.6
2040,11710.5
2041,11713.2
2042,11728.3
2043,11754
2044,11729.2
2045,11755.5
2046,11739.7
2047,11745.8
2048,11751
2049,11764.1
2050,11748.8
2051,11760.9
2052,11776.1
2053,11791.1
2054,11781.2
2055,11796.8
2056,11817.3
2057,11843.5
2058,11874
2059,11842
2060,11814.1
2061,11838.1
2062,11855.4
2063,11866.6
2064,11859.7
2065,11867.2
2066,11861
2067,11866.9
2068,11872.5
2069,11866.2
2070,11864
2071,11863.7
2072,11860.9
2073,11869.8
2074,11884.5
2075,11871.6
2076,11862.2
2077,11869.1
2078,11872.9
2079,11874.7
2080,11882
2081,11873
2082,11863
2083,11871.8
2084,11867.2
2085,11867
2086,11868.3
2087,11866.7
2088,11869.2
2089,11868
2090,11871.1
2091,11864.8
2092,11872.7
2093,11865
2094,11862.6
2095,11860.5
2096,11858.7
2097,11857.2
2098,11856.9
2099,11863.2
2100,11875.6
2101,11862.6
2102,11876.3
2103,11861.7
2104,11875.9
2105,11886.4
2106,11896.7
2107,11907.9
2108,11920.8
2109,11936.4
2110,11920.2
2111,11907.4
2112,11900
2113,11903.7
2114,11907.7
2115,11917.9
2116,11906.8
2117,11896.4
2118,11886.7
2119,11882.7
2120,11884.4
2121,11881.2
2122,11879.1
2123,11879.4
2124,11874.8
2125,11868.3
2126,11862.6
2127,11861.9
2128,11858.3
2129,11865.5
2130,11875.7
2131,11886.5
2132,11879
2133,11873.9
2134,11877.3
2135,11878.1
2136,11876.3
2137,11880
2138,11877.3
2139,11874.7
2140,11878.6
2141,11887
2142,11898.1
2143,11915
2144,11895.3
2145,11917.5
2146,11939.6
2147,11918.6
2148,11937.4
2149,11919.7
2150,11938.5
2151,11958.3
2152,11981.2
2153,11956.2
2154,11930
2155,11954.2
2156,11938
2157,11949.5
2158,11944.2
2159,11943.9
2160,11953.4
2161,11968
2162,11945.5
2163,11971.8
2164,11946.7
2165,11929.7
2166,11921.1
2167,11924.1
2168,11924.3
2169,11926.8
2170,11924.7
2171,11926.6
2172,11925.8
2173,11923.9
2174,11926.9
2175,11933.9
2176,11952
2177,11975.6
2178,11948.6
2179,11982.5
2180,11946.1
2181,11915.8
2182,11940.9
2183,11963
2184,11981.9
2185,11968.4
2186,11979.7
2187,11975.8
2188,11980.6
2189,11999.4
2190,12027.4
2191,11995.5
2192,11967.6
2193,11993.7
2194,11971.2
2195,11957.6
2196,11951.8
2197,11954.3
2198,11967.5
2199,11948.4
2200,11972.4
2201,12001.5
2202,12031.8
2203,12005.5
2204,11982.3
2205,11971.6
2206,11983.2
2207,12017.3
2208,12063.6
2209,12116.2
2210,12168.4
2211,12126.4
2212,12162.6
2213,12132.2
2214,12162.9
2215,12193.7
2216,12226.6
2217,12256.4
2218,12285.9
2219,12262.8
2220,12281.4
2221,12296.1
2222,12285.2
2223,12291.4
2224,12288.5
2225,12288.8
2226,12288.4
2227,12290.2
2228,12293.4
2229,12298.5
2230,12292.9
2231,12286.5
2232,12281.9
2233,12280.1
2234,12285
2235,12294.1
2236,12283.5
2237,12295.6
2238,12309.1
2239,12301.7
2240,12305.9
2241,12308.4
2242,12309.3
2243,12307.9
2244,12308.3
2245,12309.6
2246,12314.2
2247,12324.4
2248,12340.3
2249,12320.1
2250,12301
2251,12318
2252,12306.7
2253,12312.4
2254,12311
2255,12314
2256,12319.3
2257,12313.1
2258,12309.9
2259,12309.6
2260,12313.5
2261,12322.4
2262,12334.2
2263,12324.3
2264,12334.3
2265,12325.4
2266,12322.2
2267,12322.9
2268,12325
2269,12325.1
2270,12324.4
2271,12330
2272,12337
2273,12343.8
2274,12336.5
2275,12333.3
2276,12333.3
2277,12332.7
2278,12336.8
2279,12345
2280,12337.7
2281,12334.4
2282,12332.7
2283,12332.9
2284,12336
2285,12330.9
2286,12332.7
2287,12334.3
2288,12332.1
2289,12332.8
2290,12331.6
2291,12331.8
2292,12334.8
2293,12340.3
2294,12338.9
2295,12339
2296,12341.5
2297,12346
2298,12341.8
2299,12336.4
2300,12333.4
2301,12333.7
2302,12329.2
2303,12324
2304,12320.6
2305,12322.4
2306,12322.9
2307,12325.3
2308,12330.1
2309,12324.3
2310,12337
2311,12322
2312,12306
2313,12291.6
2314,12308
2315,12296.4
2316,12311.9
2317,12334.6
2318,12364.3
2319,12398.1
2320,12438.9
2321,12483.5
2322,12443.9
2323,12414.3
2324,12432.8
2325,12442.5
2326,12447.6
2327,12462
2328,12452.3
2329,12447.5
2330,12453.9
2331,12462.6
2332,12475.8
2333,12498.9
2334,12530.4
2335,12565.9
2336,12599.7
2337,12627.9
2338,12652.9
2339,12679.4
2340,12654.9
2341,12677.6
2342,12698.9
2343,12718.2
2344,12705.4
2345,12699.3
2346,12701.8
2347,12701.3
2348,12707
2349,12717.9
2350,12708
2351,12697.1
2352,12685.8
2353,12680.2
2354,12679
2355,12675.8
2356,12681.3
2357,12688.9
2358,12696.9
2359,12705.8
2360,12715.8
2361,12728.1
2362,12742
2363,12730.4
2364,12721.9
2365,12716.8
2366,12717.8
2367,12715.3
2368,12711.3
2369,12717.2
2370,12711.5
2371,12706.9
2372,12704.2
2373,12704.5
2374,12708.5
2375,12715.2
2376,12724.9
2377,12717.2
2378,12723.5
2379,12729.1
2380,12735.7
2381,12735.8
2382,12740.7
2383,12753.5
2384,12736.9
2385,12758.9
2386,12787.9
2387,12821.8
2388,12789.8
2389,12756.1
2390,12792.2
2391,12768.8
2392,12784.8
2393,12805.9
2394,12842.7
2395,12798.3
2396,12859.1
2397,12799.8
2398,12753.1
2399,12733
2400,12739.5
2401,12771.8
2402,12820.1
2403,12877.2
2404,12943
2405,12880.9
2406,12939.2
2407,12894.3
2408,12932.2
2409,12904.2
2410,12925.7
2411,12912.5
2412,12922
2413,12928.3
2414,12930.6
2415,12940.9
2416,12956.2
2417,12981.1
2418,12948.7
2419,12919.1
2420,12896.5
2421,12884.1
2422,12888.6
2423,12902.7
2424,12922.4
2425,12903.6
2426,12924.6
2427,12904.8
2428,12923.8
2429,12942.7
2430,12923.8
2431,12938
2432,12927.4
2433,12935.7
2434,12933.2
2435,12932
2436,12938
2437,12931.8
2438,12942.4
2439,12934.4
2440,12930.8
2441,12930.9
2442,12932.6
2443,12941.6
2444,12933
2445,12940.4
2446,12947.4
2447,12953.3
2448,12951.6
2449,12950.7
2450,12955
2451,12947.4
2452,12959
2453,12945.9
2454,12932.4
2455,12943.9
2456,12961.4
2457,12940.8
2458,12965.8
2459,12941.1
2460,12927.6
2461,12933.9
2462,12955.9
2463,12990.4
2464,12953.1
2465,12983.1
2466,12963.8
2467,12958.5
2468,12954.1
2469,12944.6
2470,12930.8
2471,12917.9
2472,12911.5
2473,12910.2
2474,12913.4
2475,12907.8
2476,12915.4
2477,12924.1
2478,12932.3
2479,12940.6
2480,12932
2481,12939.3
2482,12935.5
2483,12935.6
2484,12932.9
2485,12938.9
2486,12948
2487,12939.7
2488,12947.7
2489,12968.7
2490,12998.4
2491,12965.8
2492,12931.6
2493,12902.2
2494,12889.4
2495,12892.6
2496,12897.7
2497,12908.2
2498,12928.7
2499,12905.4
2500,12887.2
2501,12901.1
2502,12893.1
2503,12902
2504,12887.5
2505,12866.5
2506,12854.2
2507,12860.9
2508,12871
2509,12897.7
2510,12938.1
2511,12981.9
2512,12937.2
2513,12903
2514,12929
2515,12913.3
2516,12921.1
2517,12920.4
2518,12922.2
2519,12917.6
2520,12914.2
2521,12911.1
2522,12915.5
2523,12915.4
2524,12916.5
2525,12917.4
2526,12917.7
2527,12912.9
2528,12919.7
2529,12928.5
2530,12918.6
2531,12918.6
2532,12928
2533,12947.9
2534,12918.8
2535,12960.2
2536,12921.9
2537,12962.9
2538,13009.2
2539,12963.1
2540,13009.6
2541,12957.7
2542,13019
2543,13086.8
2544,13009.4
2545,13093
2546,13013.2
2547,12964
2548,12986.4
2549,12991.9
2550,12956
2551,12997.6
2552,13050.1
2553,13118.4
2554,13057.3
2555,13002.2
2556,12965
2557,12982.6
2558,12985.9
2559,12988.7
2560,13012.8
2561,13079.6
2562,13190.6
2563,13360.8
2564,13188.2
2565,13356.8
2566,13283.1
2567,13327.8
2568,13177.8
2569,13101.5
2570,13177.4
2571,13141.1
2572,13163.2
2573,13190.1
2574,13256.2
2575,13351.5
2576,13478.3
2577,13605.5
2578,13718.9
2579,13813.1
2580,13896.5
2581,13825.2
2582,13769.5
2583,13815
2584,13852.6
2585,13827.1
2586,13857.3
2587,13895.7
2588,13938.1
2589,13981.7
2590,14027.8
2591,14065.1
2592,14037.5
2593,14022.6
2594,14026.7
2595,14034.7
2596,14022.7
2597,14038.5
2598,14025.8
2599,14036.3
2600,14031.4
2601,14026.5
2602,14029.6
2603,14033.8
2604,14032.1
2605,14031.1
2606,14030.5
2607,14031.5
2608,14032.9
2609,14036.2
2610,14031.9
2611,14041.5
2612,14054.3
2613,14071.8
2614,14057.6
2615,14046.8
2616,14041.8
2617,14044.3
2618,14055
2619,14070.4
2620,14055.5
2621,14071.1
2622,14087
2623,14075
2624,14067.9
2625,14073.3
2626,14076.7
2627,14078.4
2628,14075.6
2629,14080.4
2630,14073.3
2631,14065.4
2632,14072.9
2633,14065.7
2634,14060.4
2635,14058.3
2636,14056.9
2637,14057.7
2638,14055.9
